"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","UMAP1","UMAP2","cluster"
"X1141_T4",34.3335295495285,104.672684690274,-10.1992811797989,-21.0340430993306,10.7414995187451,-0.252194967553101,4.86667982627772,-2.3281397117484,6.81961811355362,-16.4585943627616,1.64906851276077,-9.12137846511355,7.69385225811292,-3.29403820343466,5.90204018016051,-1.00787533550589,20.9300771909824,-3.86203019869599,-2.28819224572252,-0.895175238737386,-3.90654034157837,10.036537735387,-7.78445515527702,9.27194889783325,12.2054202319235,-35.0146598188074,-6.35242134308685,-8.68813904481454,-11.4608706529161,18.0983712897999,9.18856665503371,-4.17820514138304,12.5617994158331,25.1993378024498,22.9808263445837,-34.1189818297334,-42.0623551239932,14.3490484465207,22.4715130293285,-2.44905625124119,-54.2168516303124,31.133851549596,-8.07639955287645,14.4853409624335,-8.47187882120669,-22.1534392804171,36.2939463326605,46.4800847517043,18.1334988597297,22.9208069579817,7.15773491410856,-8.00023518328223,"2"
"X1095_T4",-74.165246736132,-10.0965507991503,-4.4454032974626,-1.61228629143759,5.39570890343099,-7.11779331395713,0.451167827907334,19.0353447582117,-3.6536818297326,-8.79342211516789,4.74813337429012,12.4023782559466,3.56740133795492,-21.756595838278,-5.68241872058208,-1.56484190978757,-6.47181752406247,-12.8261236917484,-15.2080879758232,-13.3598593793703,15.8705643716777,-17.2994576823392,9.58031140585918,-24.7619106827439,19.4065713917849,3.91123206175391,-4.2496375375493,-4.40100941937127,18.225572378304,59.6415493172373,-55.3155770661952,-40.3702560675485,44.2095690633654,48.4689066291678,31.3029566635884,-17.045010423817,28.2485577116919,4.35486545979114,12.3086210987126,8.53904593705484,-1.39129177411507,-12.342247021446,9.42163283193595,-6.88026169195862,-0.52138014179771,13.7590267665721,-20.0627097971881,-5.98784273607791,0.637523134495168,-9.46854377201499,-8.76528626706957,4.37367495131603,"3"
"X1015_T4",53.5045587232795,-40.498004427265,-3.3519225288696,22.6909799450128,12.8527457076807,-9.81392752515605,9.35929182611053,3.55494060829644,-0.597101502645228,-4.12920036183005,6.86207250817811,5.16199929477267,-3.57788414554925,-0.50947514894755,-6.13218337372501,-12.9757851380449,2.77684976557831,2.52897753513361,-1.47604817089883,-3.68030065945399,-2.7290113739202,-6.03103858420992,6.87566562941761,2.22844179475423,-5.34859375022702,-11.0489964016352,12.1345030908964,17.0686793763149,-6.2575075035565,11.0911867359896,4.43192487389773,21.1570925537742,-20.5770882209179,-14.3605439539636,14.3962439470735,-17.995026606901,-16.4148994069833,2.00774142264978,-12.9956126810214,8.23787131666215,10.8923553198428,-16.0672282477127,15.5784277713612,10.0379800658488,-14.8898938515843,-23.8317244574686,26.0915822442111,16.8834809210389,17.9464796476745,-63.2647958558798,5.28750644027858,-1.11702690673887,"1"
"X1149_T4",54.1968743817183,-40.023398348397,-2.17710628278787,34.2344899262194,22.1392391959115,-14.0821750140879,-10.5551754466355,6.60427174961375,11.564599287768,-6.02894249421008,11.2289404380242,-0.293599508622568,7.0774813803613,-13.332803149753,-9.41158562477144,-12.7569109426457,-1.73024606487193,-0.244303381910592,-8.04515625328325,-18.4265085590066,10.7959582717047,-8.21280946623818,-11.3455982425804,-13.0510169603715,-5.07113749887762,-7.34021312059626,5.70842427673369,8.10823847495929,22.2133888826549,6.6665561859757,20.0018617576719,6.68368379954423,-10.1089232406701,-11.5669197554969,9.92000723359924,-18.5491670576138,-30.9709855403714,-47.0951578740771,1.75110307911307,20.5843372846316,-6.90844460587166,34.7965698465804,24.8639470766548,13.4475694023288,-46.5341424118626,42.1372286083257,-46.9564423365499,0.444727057419885,-12.0423134485316,10.5196806553484,4.68878861231271,-1.2529205180143,"1"
"X1123_T4",-72.1630048689654,0.764260049863394,-3.22365773225975,46.7735485034699,-7.11821651584685,-3.95202247596304,-8.21789338580771,6.1949799965262,-9.27044889564339,-11.3029914328226,-24.9130434276822,24.6301375960895,-29.51004184562,6.24794661370882,3.42457874703592,10.4666975086535,22.5477738520537,32.5238388940583,3.30112832930987,-4.83901422418455,-22.3463424434025,43.2290942555557,-83.1453302913383,-34.0412922964742,43.0721473475667,39.1362915110394,11.0886885814212,7.680617647968,8.38488040481623,-16.8080709835642,12.2490469543913,-6.55376718203245,-4.09164580594954,7.61955699379091,26.9434063131893,14.0637019173833,2.23065488062001,-6.75936980404208,-0.0435646498964529,-5.73605304275036,5.29447657433206,9.40426047004017,-3.75509443177164,0.602370144877538,3.16604265855703,1.51193273163114,2.68233459781541,1.31661946124225,21.6195603004575,-2.92970176118348,-9.07690292591437,4.70254713589376,"3"
"X1117_T4",-75.2891725253762,-12.0454638724144,-1.86778392556349,-24.382601054795,11.3716421489119,-1.007487082261,1.59145029064384,-24.8108644448315,-13.5412614800205,21.0799946959292,10.8178255801646,10.6855958988347,-17.0572128462675,25.1179940275489,24.8757801163415,-21.7902303046748,22.0514380550171,8.66407817735249,9.34655749817726,62.8596702784566,-41.6556999848573,12.8643058007063,4.1214767241601,-24.3802255230852,-56.9970529498159,-2.30426684758517,-58.6232729862478,22.0903773319089,37.2773633143836,17.085969295833,-8.4629291533127,20.9834829320134,-0.0412683907969893,17.7033729086962,10.3347740000998,-3.63232941857712,-9.9097777478805,-17.0443758889126,0.369723515026884,1.09772969525369,0.39455829021975,0.352324307602481,6.83780584533839,1.68707636142721,8.43862812196168,1.7049923118061,2.01425734046483,0.276797799638787,-15.8507393818666,-3.57126854844482,-8.26476427416379,4.91128239419991,"3"
"X1140_T4",-71.9429058922438,-1.29631521676057,-0.305174433000433,34.2963327696469,9.269172142897,13.2728192410193,12.2063557359154,3.38321085140214,6.00648383129487,-3.54686373173573,8.96700777870041,1.60584224262519,-0.509893098343903,-7.03612742279004,-12.7025088624722,-7.66502047601116,-10.7003902893968,-9.56127637738894,-1.49438710425459,-11.5963197360666,3.96746501472329,-3.62677323822911,-4.56564788532289,-3.65650780529819,2.81476235244173,4.33540871758318,-6.19098249917951,6.45348650629237,4.13211840208865,0.89981149706479,7.34787007739244,9.24205494131889,5.95150613730672,-7.2228665484763,-15.5305175170076,1.74398341067473,-16.3257714493613,-12.1637761898743,-9.726455184111,7.70844288735139,-7.31771669253574,-3.62675046222244,3.05277925603495,-0.129373450496177,2.9526787669012,-21.3597458641066,18.0840129981172,8.67070341626376,-32.3952069784159,-2.86636946027129,-8.64770560725734,4.98632107837469,"3"
"X1072_T4",51.7481999384338,-49.602969262757,-4.36855838411067,-15.6950481440423,-2.03032176086153,-10.1477002304265,-2.34039287324563,-3.92939246130977,-5.07151703931935,-12.6873605365481,-6.28396264564849,-8.98928439509694,-5.41439932999992,16.0717864050328,2.88599610509681,3.24092520680338,12.0550108802961,11.2594544558502,7.19992157346786,4.59438829968565,2.84533140933599,-0.39668820566391,-5.06087724451814,5.50455591411546,6.54016989021087,-5.47697372696234,3.1018970246221,1.20638865918553,1.93318811048359,-14.8163699438026,9.79964744463054,-3.18418220269729,-7.03465944648826,12.6695870324431,0.712841574156916,-10.8944316239526,27.4260867219555,19.1415065047792,-9.50444857057082,15.6234695462772,-10.3351950064147,-33.7604780771643,9.14964759633847,-42.0115361690787,2.25440124618446,-43.8668613772133,-47.5335424769289,60.0316542220039,-20.5169458761271,25.7129328318222,4.88836135990838,0.291311112808428,"1"
"X1017_T4",-74.1605653985931,-12.7626409861022,-3.01359938839748,-19.9001130710268,31.1331568817756,-6.4994359656706,-4.22540550517985,9.54101161340942,-1.57575225731999,-6.2215496259901,15.577908535547,1.11221536279298,13.9486544974892,-19.6071510463485,-2.73009200113088,-15.5523581634208,-21.7417116695402,-4.41924333932577,17.9628677500422,-3.41661193103547,-4.57165383741006,-29.0975854927558,-8.44732177303707,-7.23788759522012,-13.4055515973606,2.88767208744627,17.1573949753095,-78.5370634045596,44.1589311638085,-38.3478020065835,18.5468314829278,16.2392820497525,-45.1664800739894,31.8114632316834,5.37313315204274,-11.6184639414083,27.8394454874483,2.9456167246942,30.5386482175768,-8.74406549643292,3.7610590850145,5.79513688493266,-11.3166601978511,0.783758417535281,7.13830666251241,-4.50158971165464,9.05633765696827,2.43321108358999,-3.67565988688035,-17.6627763423038,-8.99340218978324,5.69787351907107,"3"
"X1047_T4",-76.2073028310847,-15.2593646913447,-3.57159752476335,-43.8971825818242,4.12070506856086,-0.523016261510353,-22.2458215612727,14.4644997794026,-29.7980330603252,24.200418466045,-110.326102937073,-79.2673757338027,5.14764652979552,-14.0310610933099,-9.40830810009107,-14.0335267193286,-7.3140305562069,9.07241432358802,-2.17227972699017,1.01697082098202,18.5417437583937,6.39899066663922,4.15274730582507,-12.1673873993965,-8.3056588996853,-4.64811451279436,8.62614165154875,0.953442226498051,0.744693931554387,17.5282347869665,2.55756226931406,8.84908001654597,-6.15751990358714,-11.753599138943,2.35860537931193,-4.40419539203701,-6.88050338901273,-5.68451125096003,-1.78859803070876,2.3216702648647,6.35260161943099,2.94704599455667,-2.85535877507278,1.13747870833033,1.08153399713463,0.961985746041899,2.82777863659915,1.52441082338138,-1.63192153501051,-4.07966398942506,-9.61730543475156,4.89489947968991,"3"
"X1131_T4",-74.0647355994904,-10.5686013771706,-1.80084591643525,-14.7867383354181,-0.171475333518562,11.2127421598103,5.56093783971766,-1.46326075474365,-0.538892280933213,6.7515194375058,8.11187406081432,-4.09851617035913,2.63134764758389,-0.569987811628683,-0.440664082913476,4.15992307071731,6.86800417999803,-6.40525715005472,-3.63822928670079,-7.81796693650605,-13.4485344237532,-8.70453045901555,1.06340316927382,5.47055345119894,-6.5124343093741,3.21655057636684,0.914737648742012,7.28437664666371,-3.74898768194583,-1.71389253296525,4.49099539788792,6.61565337055728,2.4212153152036,-7.77373115200275,-20.8206001364471,20.9523447430589,-4.84237722141153,-8.40337213236781,-7.99658714139955,-13.6942829885626,-73.8703431885056,19.2441005210644,-62.2580710359946,-39.9654503129445,-16.7037419296772,-1.90064634473753,-49.6659511099941,-16.5932356691954,19.0810410250052,-29.0302487086683,-8.58392976549209,4.00842255551598,"3"
"X1030_T4",-74.0387628768556,-10.7158984321062,-1.88851906668,-22.5766266058686,23.5179242246788,-0.83761809781965,4.27660879905227,-14.023686982682,6.06137055402586,5.86453918720985,9.56536280749742,-0.0290278640894575,-5.68026585671204,1.74333716290745,-3.83431167204817,-6.9204845278193,16.4369731133481,-16.5440153834379,-11.2839090992084,-9.58866474051405,-5.96369463095269,-3.43383624510563,13.398861158647,28.9104965407191,17.9820531942958,5.73825367268863,-17.2732457377654,9.72641299035876,-44.6786709218162,-20.6812572023717,-3.65360941914018,32.3057612761029,19.6799866632666,-39.8751801505345,63.3123840139813,-23.0793447016256,61.5129863515848,-19.1925914757359,-7.02130351089356,4.5208998025153,13.6152530877353,25.3666751014904,-21.5459176408163,6.27101045222776,0.198147804473026,5.02098995746532,5.53354453019861,7.62619142087801,-12.4495618752454,-7.82391773727016,-9.32685010396603,5.25600870844273,"3"
"X1124_T4",-71.9438145437832,-2.74407095305825,-0.935890849033347,29.9013625349208,16.6603138670809,4.58884296621082,0.767665340035092,13.336149697948,8.07194724169645,-20.0947494430556,7.80529986041645,-7.36087965975896,-3.2439053972847,-18.6103579169947,-10.8998479029579,4.05287406112225,1.55395320665805,-4.18958193119803,-5.19636811178416,-20.1076150139102,-11.7851848353825,-5.39836209636837,2.41082132383636,-1.5640038898032,-15.6496752021097,11.6774783625332,-5.57651004948716,8.07415064722673,-9.4760629268548,6.85725400110328,5.50957613817719,9.25352510030173,1.38837478577221,-29.9635834705531,-9.21627460522949,7.78295012902317,-5.0733050324047,-18.6995922797721,11.8424706030857,-25.3649282220125,-28.3258437943641,-59.7341701623027,27.7992184267089,-46.823939017929,33.546039847886,42.2428682275616,30.8506931997082,22.1923961526232,3.27714707164718,16.8310399142719,-8.01096856718775,4.6757704075242,"3"
"X1058_T4",51.3561786972932,-45.7780966763679,-1.54471941586578,-7.39781842134749,-6.60937467128713,13.1121925647003,3.58405467547383,-5.13659062374097,-6.21298979411624,6.39937851597341,-3.29298008304109,-10.7689230195343,1.56858041541452,6.9889612862351,-4.62743385657749,3.70686955194708,12.5966048561216,3.46652866324884,6.5776342576604,-1.57448379495203,-7.77389949179269,9.0950347268919,-5.10877378756217,21.828751908609,11.5217335037937,-12.561605198746,-5.52962850190145,1.95966823475181,2.67267283244061,-17.4223347509511,18.7180849938269,3.49794923811525,-0.244226748615007,18.812384016498,5.65668125432348,-52.6737805096662,13.6860356136153,12.5477737397599,-8.8703026843826,36.9284718729838,-39.0211657317267,-15.3023738606021,33.0908100719975,-5.10323401279298,39.4295908208303,11.6383834916296,5.70833752541262,-66.3165865209667,34.0486739872865,-9.32573931256323,4.46129824851192,-0.891241616673878,"1"
"X1133_T4",51.7554605880482,-56.6529154481232,-7.83449714126339,-49.071572707263,-23.8166229281102,-16.7276069429579,-32.4481984579236,17.4926573576925,-6.70244062769397,-9.91342815255243,17.2041997090092,-12.1501151169098,-9.62329403777141,-13.3166261950384,7.7253852932136,57.3567252985104,43.5138405461286,-12.6167777105748,18.5193884176313,3.03019928191278,-10.9493340298096,-17.706695352125,56.0776128977168,-54.9884837343406,43.6040517244846,31.9258146040889,-0.796337469330937,-4.14717253301976,-1.40780328722635,1.90939633797753,23.6499372690421,30.2347754280166,4.20529594576829,10.6401670015079,-7.62378134270155,9.58751320764436,-7.55462080628625,-4.55486891576237,-10.9684089361741,-10.0019558059391,-3.94391271947766,1.10361725845323,5.4939418465415,18.2666249739502,-0.987114797281427,1.69229398445837,9.2360615887398,0.775483853138986,-8.40498216083916,-3.56566121512057,3.96044975412681,-1.21434872835464,"1"
"X1137_T4",51.4136336662339,-49.5456598553104,-3.06104567298882,-22.3909472701176,1.09220971156915,10.7972498512233,0.533651658952024,-3.00017964905103,-2.99026879115098,-5.28884597694794,2.54869428527588,-1.68783548958031,10.1297042713824,3.86411334561371,0.668055840133192,-1.23657681490032,3.77076174745649,-9.57171476056505,-4.2457111822869,-6.15538831761572,-1.67557250943113,-11.9031682871533,-17.7392685721692,1.68600869598611,-10.0060556613032,4.63406574497455,-6.87428012217396,3.09913642634963,8.00207751344098,-15.3774896915273,0.554167591207752,-17.3356434781727,15.981097878005,10.4713636613444,7.41040741296521,0.890153950910488,-30.0188775918367,25.0833993650019,-23.1497462812596,31.8831770754425,24.9667736474913,-45.4738558684239,-77.2188303368489,23.2116294504826,5.08548416103245,45.5619073611429,9.09967588212455,28.0368928587503,9.17305432108346,-18.6799946115787,4.7006497622657,-1.17691683358626,"1"
"X1080_T4",-72.6119511723816,-5.65297133144858,-2.42281318007767,13.1394478355064,8.92716097127201,6.63543733110575,6.54096422070749,8.80568179648348,-4.97913318518243,-2.00883883529286,8.55891563972168,1.43209954874103,5.58845653215833,-8.21825169532035,-11.3550153975747,-3.09763754828646,-5.35009263308057,-10.4951501685425,-4.52634995689453,-2.45385170112124,0.456280460009678,-0.0967294788109153,2.37348072388937,-7.50608206687782,-0.872283050515613,1.87313912028651,-9.67482106677271,-2.45620292545507,-14.7886900837799,8.51190353029955,-9.7049628125887,-1.21795246099532,13.1217251732936,1.65071282045739,-18.0229257522569,26.7347824630206,-9.97672884104537,-7.61508044850114,-3.20738452106717,2.96289590809577,2.51935617436272,-21.5585529123302,-6.68335365768662,20.9579826933526,-18.2664012678354,-70.3605790505434,8.60473038658374,-37.7229994735833,28.3744592960669,-8.46586505830097,-8.86292911628389,4.19549028074556,"3"
"X1057_T4",-71.7705237007886,-5.33176961750145,0.918435607473232,3.66553752257898,28.3945139643691,8.44791274070339,6.82212964463704,-20.3056403646363,3.02125304527996,8.72980807342795,-0.370568068361282,-2.09390185521733,-2.70447371273734,1.23748119165391,-4.38274077910133,1.67588902183475,21.8351501332461,0.22774255224842,4.29183691339742,-5.57628926592668,0.622572146288414,-3.74791762373934,-10.6159908982693,13.6891106611596,6.91512282194465,2.30637036474227,-6.03786706580834,-17.5061948963288,-11.6147184763672,-3.58435861161086,1.82996811047752,3.03958843979984,2.06957621284953,9.5029476941963,0.860880435433992,2.25079135861556,-6.29608385100101,6.05792766437891,-31.5938764066074,10.2198418949011,14.7009628791424,-31.0442651388963,23.4474236332325,15.346552234765,-21.6123302020803,-30.0991744081442,-34.4947773256512,3.26590387774782,-11.0042537748032,20.0454553826996,-9.4048677745744,4.35014781805191,"3"
"X1135_T4",51.8504743625266,-55.6220240853536,-7.39205133387762,-44.7668702649709,-21.5288913379093,4.16338892845181,-28.7166262932605,55.1881519046829,-24.54635917534,-16.9109251837002,7.81891963373068,11.7189196841191,16.7461635917792,-14.2317590941038,-16.5248751127521,38.8678633482841,-16.8864686177409,-29.2343016238825,25.2954013956585,8.18794539729209,-14.8834711183724,23.3779149507952,-37.8047479554358,65.4040405532225,-27.9101982202329,27.248810103815,1.84181589011842,6.28154738322626,1.21347343657201,15.6953994531563,-44.0013587544494,28.8638552198857,-9.33057564526892,1.52135886210386,4.01881713837103,3.69954462607768,-11.3842658758267,0.447273162560923,-0.238454599849169,-3.08091012065064,4.96891482738531,15.4086427768163,11.4709181935032,0.473101965165312,1.0482736751971,-5.48951767114855,-5.74207877560112,4.2831471244411,-4.69357481161947,2.35753473290944,3.77331469728689,-0.573797298847012,"1"
"X1066_T4",53.370792475747,-47.9024802360523,-2.15712301963078,-9.77772838512414,-8.99596805725691,39.4732579880131,25.6659503359457,0.311618640354338,-19.188922827244,55.4842988699676,37.7578589718556,-9.83227392866084,-3.13124973456202,4.52653481081389,-43.6319624934154,-14.4221427139872,24.9363320714389,-24.893623214283,22.0149025740628,-23.5154046604563,32.0196973633678,76.3256086915941,11.6959667640668,-33.0414675632418,-25.3156553834915,-10.7142936080431,25.9279906498286,-2.34072540705277,-0.329025980729325,-4.09997857670356,3.70037710107501,-11.8462638434198,3.66028958071939,4.22234264061045,9.34923636080857,12.9201574520508,11.9565020956285,5.31732940165862,18.5452126164425,-13.5191630569827,4.95747433092184,5.96695724732775,-1.04201474195632,-7.07845395786145,0.00496004495249851,2.32175532561766,4.1177967701797,7.70853466908179,-3.41771964063064,1.36063058833897,4.10157215244976,-1.57434303200992,"1"
"X1114_T4",53.6209985348399,-36.3172772323929,0.357744827127185,38.6837248327084,21.1437389423019,13.1468499909755,5.0024033807401,2.21191661487867,0.775332074096227,-8.55622040384656,0.969947109457384,-7.34114362707405,3.04027615320574,-0.948369589942401,-8.07424969507637,-5.0724864455277,2.9936260438253,-3.55575491711174,-2.4155681685695,-8.04890493052528,6.46243022101965,-4.25782059746405,-5.85602081063362,2.13675732257022,-0.68090391751354,-1.23440609919062,-4.53571547167253,10.2788251547772,7.94174268448444,-1.43223690319689,9.45507882657869,-1.38842875255732,-2.9245355193441,4.23149427865329,-2.94624898348743,-6.30270420764298,-12.1710400556861,-4.75087740731461,-12.8146360265726,11.1601830934882,7.29495996419158,0.0435977709156244,7.31669973143362,4.6183078646318,1.80763234192444,-9.72596580792052,5.11385246084418,-3.37376788606122,-1.28198254938909,-10.6374749166971,4.6099148014686,-0.445417088830314,"1"
"X1127_T4",-72.5776698947255,-6.91514332759671,-1.17924548791343,0.584164056865545,23.2097060333957,3.47608315839282,-1.06909043819012,-8.44903929049251,-1.77817940232051,1.45845259987194,6.95491952806645,1.92111666896449,4.7746846132741,7.86676446216783,-3.53003829944944,-8.79026127871833,2.16730308134939,-9.06377953005553,-5.39139648395634,-0.218340223269121,-2.53527673733528,-16.6584039584226,9.32406452760705,-2.29922065993448,5.86937778239332,-4.49809575815638,4.57767445110857,-5.03652709560951,-15.8152284303787,-11.263795962349,-8.0288927794905,0.899375793790191,19.6867269191078,17.4925365871828,-27.860169825067,17.5622768590463,-24.5205450209179,22.5117666414703,-31.3560345859034,5.48720362731923,40.8436834823616,69.1670933091575,28.7214577640144,-39.587741582557,43.462475945878,9.81896216403595,-4.78355911284812,26.7406342533733,35.4667070287631,-14.396059196207,-7.78657851286271,5.12536132104863,"3"
"X1090_T4",51.3750059264081,-52.2008904030961,-2.58804210713383,-38.3861165131647,9.22385852063138,20.2568647943359,0.370809941014542,-11.1382444502458,-7.53903709216577,8.3548252516136,-3.8858549853151,-17.6182495365064,2.4149455872569,15.5690045784314,-0.051006486369576,4.9770085443999,11.5434984615977,-9.33926823688279,-8.08166267144923,1.6638619282526,-1.64163686559461,-38.3910733328025,-13.9427846787385,12.4878312057405,14.9173724715098,16.5309219925973,-32.9005152053628,28.3691564250118,-19.378334709956,-32.0077321994523,-13.7770712102837,-73.1692262246481,-31.5103689075925,11.2233654182817,-10.7052479229784,26.0591977235721,8.74996686389518,-33.0374948586186,47.0691605618249,0.753223472444279,-5.72625359588331,12.4524821894425,16.6744473432377,2.86598010508276,-7.85893611102819,-4.69918875511635,22.0251363576854,7.3399928148845,-8.25185621949886,-12.007574699659,4.49504354149629,0.204784699762747,"1"
"X1147_T4",-69.870626150972,-2.1332688175438,0.579506437942768,27.7111735931585,36.881918378481,18.0433820319463,9.6046312152523,12.5876711649435,4.29613621733578,-7.7805492261619,10.8385414630954,-4.8967521509477,9.92464112073154,-12.5974640782852,-14.9320373500588,-3.02112282164658,0.274799325006335,-9.24774104333269,1.56428379053666,-17.3683369701513,0.972373531816979,-6.82490839668754,-6.48141398705658,-0.943706148595684,4.25849999557317,4.43743228962034,-1.40254039996915,1.87428011107558,-5.8479350127082,7.86446042595167,0.263422275210227,5.87270562788204,-0.114321175962845,2.37364624565609,-4.85223372465131,-3.84394616580795,-15.2395454490796,-8.92709453242823,-5.723272262237,-6.79767347471702,0.249053669543645,-6.92261694112644,2.87773335052067,6.82823096661997,-2.34213129705265,-4.82082696519226,12.9554098220398,0.0103316417173285,-25.9061729360608,-13.422104274008,-8.31559229114392,4.37973396197306,"3"
"X1104_T4",52.5281547235974,-55.0579315113536,-3.11193435012293,-57.6136046392346,-12.9753714733023,98.6184623027246,-34.4511020548151,-24.1813040945557,75.2788004773827,-22.9580379213119,-34.3141837611052,46.3943080664986,-24.4042367710447,-19.4772729918495,-4.02978272322034,-21.8087425081378,-16.8632005104152,14.8477418305025,-4.63831859086202,3.53885046103179,-9.87575323592745,3.89993345976957,10.6910666107971,-6.92385037893316,-0.557925623328703,-4.02710862555647,13.9244500618626,-7.3447885930843,1.6812119151564,10.9802893374491,-1.91758926774788,6.14100187316882,3.47609569184371,-3.14434075966523,-0.322459328387038,4.574335159337,3.42669138003792,-3.46686874313513,-0.57829616688389,-8.043490786404,0.465390998994875,1.92637477478689,5.12624990794823,0.506249599776607,-2.76340319571839,-4.3960535010474,1.49097893864179,0.816121156823397,0.570960791787596,-0.259702502869967,5.5588710095018,0.100067586916632,"1"
"X1067_T4",-73.1123525874455,-9.04720325452795,-0.87327478281953,-8.37637330114159,22.2982257856444,2.96055813354964,-7.79821172456835,0.0468425851653799,-3.97203797477405,-2.74045512291719,9.62866369824695,-0.986267291615698,0.662606100104334,-7.7838409521151,-0.659225748760789,-10.5569444425858,2.79040488620213,-11.1795800966114,2.77337839035203,-3.35021370012438,-8.07923409673676,-3.35394043052273,3.05641139802818,2.7363964163691,-5.34012919321818,4.68818563812174,-5.49977057197701,-12.8772666434246,-4.37503289130716,-4.33318299635383,-2.55274603714923,5.28301852349898,0.239581477012451,-8.75906205598832,-7.76555599738366,14.7867601659117,1.68162019082923,7.52934793508824,3.43837881809692,14.522529740038,6.56471657438743,5.18853672352543,-15.7762463510063,20.6678407471366,-11.7573179922224,9.62897661231319,21.8423009439404,-16.8124561824033,28.7325882163741,87.8835590347608,-9.25233638115006,5.13054390363355,"3"
"X1088_T4",-75.2245570131172,-15.28886519652,-0.944516994225252,-45.7400741205651,27.6859471077875,25.2430114735619,-24.5276204999073,-1.32945632462433,-0.650348354076648,-2.47669553177425,42.8285548141437,-14.4638531095995,46.0889246984587,52.9708312347725,36.7143284249984,47.7726561306393,-37.1547788684635,72.4794821493485,-8.36280806060167,-13.9392210990882,38.0656772107161,18.5552818544965,-2.96931080931051,-5.80211899446188,3.76485236061414,-12.3493571065418,5.22660393457037,9.26499712593222,7.05357914704645,10.0646587013699,0.900479279448638,0.138469368167555,0.729796221179468,-13.6584441010835,1.38088340506881,-3.16125200578859,1.08252398879961,-0.864974784180763,-2.25188661305151,-1.58255693815898,3.53617786244467,-0.629835170700706,2.37418666476523,1.03715289081758,-3.1359898231413,1.94114305103393,8.82828393294693,-3.58759439321217,-1.89192537767034,-1.81377004326934,-8.04196036825106,4.16167837812628,"3"
"X1068_T4",51.7180069204909,-46.4156936422227,-0.854162644194037,-12.7834627889551,17.1434809980736,16.492190079549,2.86840006206769,-8.05797893688646,3.16559474008467,-2.745563452602,6.06230826194403,-16.9186150551943,7.28496169264945,-0.54694598164019,-1.29654351310664,-2.36391533097185,20.4227272277286,-8.14632050091251,-0.613073056644164,-10.7775484397369,-4.83951520168986,-9.04332748555663,-5.7299986052832,0.27622430544686,-4.73485596377822,-4.61552147933359,-6.9402668822107,4.75703805723721,-9.85492279407636,-15.3589084041162,1.35324882186869,-9.47499495162343,-8.09545618819737,7.3937129575543,-12.1436918200625,-1.03341173380203,-11.9013839749152,8.64584623615465,-20.205550115786,12.4965902584739,13.694461998702,-1.34222207363153,3.72953918146201,-2.2476306946386,1.65286583320551,12.7146816839419,-19.9592359702453,-28.8394283595124,-10.1282005867648,25.1235726515796,3.6794715351499,-0.959237532419239,"1"
"X1113_T4",16.0901994249816,32.2368493681787,265.850429867406,-5.93713623456616,-7.39168970176131,-5.05967183972634,-1.93127759138029,1.90694003887223,0.000693397289271421,-0.465445386053573,-0.193085271738071,1.4125835317572,-0.569655690665047,-0.836846345500179,0.11178409046253,0.154405438658951,-0.950372658839757,0.058452102164646,-0.307111352173659,0.208262351516396,0.286390678654659,-0.023175191430483,0.484361489037607,-0.915706421172581,-0.167836011356243,0.48501434199467,0.268056232955177,-0.245207830284937,0.0514738280676,0.473775706816615,-0.613035012194755,-0.0565267806945188,-0.362536875869111,-0.318352350274697,0.264506308012102,0.0552775721377612,0.613552761865124,0.116911739932726,0.82957861678078,-0.012817231160557,0.394758491082956,0.385216266947881,-0.378100103433851,-0.0744610799197653,0.0627752896777525,-0.525533977879613,0.111337141100053,0.551169777305168,0.212494360765679,-0.340880177637453,5.71068266793236,-1.66944076847704,"2"
